repo_name,language,stars,type,content,url,category
OpenInterpreter/open-interpreter,Python,57730,pull_request,use response inside try block in computer.ai fast_llm,https://github.com/OpenInterpreter/open-interpreter/pull/1554,time
OpenInterpreter/open-interpreter,Python,57730,pull_request,fix: relax starlette version requirement to resolve fastapi conflict,https://github.com/OpenInterpreter/open-interpreter/pull/1506,time
lllyasviel/Fooocus,Python,42423,pull_request,codespace automatic engine 976r67prqvqjcx9q4,https://github.com/lllyasviel/Fooocus/pull/3470,space
LC044/WeChatMsg,Python,36085,pull_request,"补充ai部署文档:增加qwen2-0.5b模型进行微调,可免费部署在modelspace创空间",https://github.com/LC044/WeChatMsg/pull/478,space
tatsu-lab/stanford_alpaca,Python,29715,pull_request,add accelerate to requirements.txt,https://github.com/tatsu-lab/stanford_alpaca/pull/274,time
s0md3v/roop,Python,28943,pull_request,dockerfile+ fastapi for the cpu version added.,https://github.com/s0md3v/roop/pull/794,time
infiniflow/ragflow,Python,27344,pull_request,improve storage engine,https://github.com/infiniflow/ragflow/pull/4341,space
svc-develop-team/so-vits-svc,Python,26246,pull_request,accelerate up random slice segments,https://github.com/svc-develop-team/so-vits-svc/pull/376,time
Vision-CAIR/MiniGPT-4,Python,25527,pull_request,drastically improved load speed of llama when low_resource=false,https://github.com/Vision-CAIR/MiniGPT-4/pull/370,time
Vision-CAIR/MiniGPT-4,Python,25527,pull_request,using ijson to avoid loading full json in memory.,https://github.com/Vision-CAIR/MiniGPT-4/pull/356,space
Stability-AI/generative-models,Python,25013,pull_request,merge sv4d changes: 1. reduce memory consumption (40g -> 20g) and speed up (500s -> 200s) 2. add gradio demo ,https://github.com/Stability-AI/generative-models/pull/394,time
Aider-AI/aider,Python,24414,pull_request,fix: lint command with nested spaced strings,https://github.com/Aider-AI/aider/pull/2753,space
crewAIInc/crewAI,Python,24042,pull_request,fix(manager_llm): handle coworker role name case/whitespace properly,https://github.com/crewAIInc/crewAI/pull/1820,space
mem0ai/mem0,Python,23769,pull_request,doc: modify update memory api,https://github.com/mem0ai/mem0/pull/2099,space
mem0ai/mem0,Python,23769,pull_request,feat: fastembed embeddings,https://github.com/mem0ai/mem0/pull/2083,time
mem0ai/mem0,Python,23769,pull_request,(update) vercel ai sdk memory saving algo,https://github.com/mem0ai/mem0/pull/2082,space
openai/chatgpt-retrieval-plugin,Python,21100,pull_request,[bugfix]: change env chroma_in_memory's type from str to bool before use it,https://github.com/openai/chatgpt-retrieval-plugin/pull/402,space
yoheinakajima/babyagi,Python,20687,pull_request,fix: enriched result vector not passed to storage when using weaviate,https://github.com/yoheinakajima/babyagi/pull/342,space
mlc-ai/mlc-llm,Python,19548,pull_request,[c++] invoke storage allocation for cuda graph explicitly,https://github.com/mlc-ai/mlc-llm/pull/3042,space
kaixindelele/ChatPaper,Python,18646,pull_request,add documentation for result retrieval and storage location,https://github.com/kaixindelele/ChatPaper/pull/139,space
ymcui/Chinese-LLaMA-Alpaca,Python,18611,pull_request,add patches for memory_efficient_attention and ntk scaling,https://github.com/ymcui/Chinese-LLaMA-Alpaca/pull/743,time
ymcui/Chinese-LLaMA-Alpaca,Python,18611,pull_request,add memory-efficient merging script,https://github.com/ymcui/Chinese-LLaMA-Alpaca/pull/608,time
BerriAI/litellm,Python,15923,pull_request,(latency/perf fixes - proxy) - use `async_service_success_hook` ,https://github.com/BerriAI/litellm/pull/7591,time
THUDM/ChatGLM2-6B,Python,15746,pull_request,"add accelerate, cpm_kernels 依赖",https://github.com/THUDM/ChatGLM2-6B/pull/478,time
GaiZhenbiao/ChuanhuChatGPT,Python,15332,pull_request,fix: 修复gradio和fastapi带来的版本问题,https://github.com/GaiZhenbiao/ChuanhuChatGPT/pull/1167,time
graphdeco-inria/gaussian-splatting,Python,15321,pull_request,resize 2x speedup,https://github.com/graphdeco-inria/gaussian-splatting/pull/680,time
graphdeco-inria/gaussian-splatting,Python,15321,pull_request,switch the lpips computation from cpu to cuda. ~15x faster for evaluation.,https://github.com/graphdeco-inria/gaussian-splatting/pull/428,time
QwenLM/Qwen,Python,15206,pull_request,fix(requirements.txt): accelerate version mismatch,https://github.com/QwenLM/Qwen/pull/841,time
LlamaFamily/Llama-Chinese,Python,14308,pull_request,feat(inference-speed): add lmdeploy,https://github.com/LlamaFamily/Llama-Chinese/pull/120,time
LlamaFamily/Llama-Chinese,Python,14308,pull_request,注释deepspeeds，添加dockerfile，docker-compose启动文件，修改启动脚本可以在局域网内访问,https://github.com/LlamaFamily/Llama-Chinese/pull/24,time
letta-ai/letta,Python,13728,pull_request,fix: record the external memory summary inside of the context viewer,https://github.com/letta-ai/letta/pull/2306,space
letta-ai/letta,Python,13728,pull_request,fix: remove in-memory `_messages` field on agent,https://github.com/letta-ai/letta/pull/2295,space
state-spaces/mamba,Python,13696,pull_request,fix incorrect gradients and illegal memory access error in mamba2,https://github.com/state-spaces/mamba/pull/537,space
state-spaces/mamba,Python,13696,pull_request,fix tuple unpacking error in inference_params.key_value_memory_dict,https://github.com/state-spaces/mamba/pull/487,space
onyx-dot-app/onyx,Python,11377,pull_request,speedup orphan doc cleanup script,https://github.com/onyx-dot-app/onyx/pull/3596,time
databrickslabs/dolly,Python,10820,pull_request,drop back to deepspeed 0.8.3 because of issues with 0.9.x,https://github.com/databrickslabs/dolly/pull/130,time
twitter/the-algorithm-ml,Python,10167,pull_request,"update speed_check(), add type hints.",https://github.com/twitter/the-algorithm-ml/pull/119,time
microsoft/promptflow,Python,9734,pull_request,fix key for fastapicontextdataprovider context data provider,https://github.com/microsoft/promptflow/pull/3890,time
BlinkDL/ChatRWKV,Python,9454,pull_request,fast fp16 seq and one mode,https://github.com/BlinkDL/ChatRWKV/pull/157,time
BlinkDL/ChatRWKV,Python,9454,pull_request,[wip] add fast cuda kernels for one mode,https://github.com/BlinkDL/ChatRWKV/pull/154,time
BlinkDL/ChatRWKV,Python,9454,pull_request,faster tokenizer,https://github.com/BlinkDL/ChatRWKV/pull/137,time
FMInference/FlexLLMGen,Python,9252,pull_request,faster and memory-efficient weight download,https://github.com/FMInference/FlexLLMGen/pull/69,time
facebookresearch/nougat,Python,9133,pull_request,dockerfile for running nougat fastapi server,https://github.com/facebookresearch/nougat/pull/124,time
facebookresearch/nougat,Python,9133,pull_request,added a spaces hosted gradio demo link,https://github.com/facebookresearch/nougat/pull/27,space
togethercomputer/OpenChatKit,Python,9016,pull_request,fastparquet version req is causing issues,https://github.com/togethercomputer/OpenChatKit/pull/159,time
voicepaw/so-vits-svc-fork,Python,8843,pull_request,fix(deps): update dependency fastapi to v0.111.1,https://github.com/voicepaw/so-vits-svc-fork/pull/1212,time
axolotl-ai-cloud/axolotl,Python,8231,pull_request,"inference - don't default w accelerate, fix base model",https://github.com/axolotl-ai-cloud/axolotl/pull/2216,time
axolotl-ai-cloud/axolotl,Python,8231,pull_request,add deepspeed example with torch compile enabled,https://github.com/axolotl-ai-cloud/axolotl/pull/2212,time
FlagOpen/FlagEmbedding,Python,8147,pull_request,fix torch.outofmemoryerror --> torch.outofmemoryerror,https://github.com/FlagOpen/FlagEmbedding/pull/1314,space
FlagOpen/FlagEmbedding,Python,8147,pull_request,fix bugs of outofmemory error,https://github.com/FlagOpen/FlagEmbedding/pull/1269,space
explodinggradients/ragas,Python,7791,pull_request,improve question generation efficiency in response relevancy metrics,https://github.com/explodinggradients/ragas/pull/1810,time
THUDM/CodeGeeX2,Python,7643,pull_request,"增加e5系列处理器fastllm编译问题的解决方案,修复身份验证脚本,增加了readme中的选项释义",https://github.com/THUDM/CodeGeeX2/pull/36,time
CASIA-IVA-Lab/FastSAM,Python,7630,pull_request,solved error in fastsampredictor.postprocess method,https://github.com/CASIA-IVA-Lab/FastSAM/pull/251,time
CASIA-IVA-Lab/FastSAM,Python,7630,pull_request,https://github.com/casia-iva-lab/fastsam.git,https://github.com/CASIA-IVA-Lab/FastSAM/pull/100,time
CASIA-IVA-Lab/FastSAM,Python,7630,pull_request,fastsamprompt does now accept images of type str | np.ndarray | image.image,https://github.com/CASIA-IVA-Lab/FastSAM/pull/85,time
CASIA-IVA-Lab/FastSAM,Python,7630,pull_request,make fastsamprompt able to operate on tensors,https://github.com/CASIA-IVA-Lab/FastSAM/pull/67,time
Chainlit/chainlit,Python,7564,pull_request,preserve root path when mounting as fastapi sub-application,https://github.com/Chainlit/chainlit/pull/1594,time
Acly/krita-ai-diffusion,Python,7553,pull_request,work around pyqt memory leak on the krita::documents() method.,https://github.com/Acly/krita-ai-diffusion/pull/1359,space
jxxghp/MoviePilot,Python,7363,pull_request,fix(storage): delete `blu-ray` directory when removing movie file,https://github.com/jxxghp/MoviePilot/pull/3615,space
zilliztech/GPTCache,Python,7326,pull_request,fix the nil memory eviction when using the init_similar_cache method,https://github.com/zilliztech/GPTCache/pull/636,space
