landlock-lsm/go-landlock landlock-lsm__go-landlock-22 patch 4468
landlock-lsm/go-landlock landlock-lsm__go-landlock-22 test_patch 4399
landlock-lsm/go-landlock landlock-lsm__go-landlock-22 problem_statement 83
landlock-lsm/go-landlock landlock-lsm__go-landlock-22 hints_text 116
Snawoot/windscribe-proxy Snawoot__windscribe-proxy-14 patch 17834
Snawoot/windscribe-proxy Snawoot__windscribe-proxy-14 problem_statement 254
Snawoot/windscribe-proxy Snawoot__windscribe-proxy-14 hints_text 28
kmahyyg/ztncui-aio kmahyyg__ztncui-aio-20 patch 19034
kmahyyg/ztncui-aio kmahyyg__ztncui-aio-20 problem_statement 36
kmahyyg/ztncui-aio kmahyyg__ztncui-aio-20 hints_text 13
eser/golang-service-template eser__golang-service-template-6 patch 1232
eser/golang-service-template eser__golang-service-template-6 test_patch 628
eser/golang-service-template eser__golang-service-template-6 problem_statement 60
superbrothers/opener superbrothers__opener-7 patch 4202
superbrothers/opener superbrothers__opener-7 test_patch 1216
superbrothers/opener superbrothers__opener-7 problem_statement 105
superbrothers/opener superbrothers__opener-7 hints_text 521
go-analyze/charts go-analyze__charts-15 patch 25328
go-analyze/charts go-analyze__charts-15 test_patch 16119
go-analyze/charts go-analyze__charts-15 problem_statement 279
go-analyze/charts go-analyze__charts-15 hints_text 603
wimaha/TeslaBleHttpProxy wimaha__TeslaBleHttpProxy-12 patch 389
wimaha/TeslaBleHttpProxy wimaha__TeslaBleHttpProxy-12 problem_statement 68
wimaha/TeslaBleHttpProxy wimaha__TeslaBleHttpProxy-12 hints_text 19
luthermonson/go-proxmox luthermonson__go-proxmox-131 patch 230
luthermonson/go-proxmox luthermonson__go-proxmox-131 problem_statement 30
luthermonson/go-proxmox luthermonson__go-proxmox-131 hints_text 52
luthermonson/go-proxmox luthermonson__go-proxmox-121 patch 141
luthermonson/go-proxmox luthermonson__go-proxmox-121 problem_statement 568
luthermonson/go-proxmox luthermonson__go-proxmox-121 hints_text 71
syngit-org/syngit syngit-org__syngit-111 patch 4440
syngit-org/syngit syngit-org__syngit-111 problem_statement 142
syngit-org/syngit syngit-org__syngit-102 patch 446
syngit-org/syngit syngit-org__syngit-102 problem_statement 352
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-176 patch 2939
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-176 problem_statement 152
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-176 hints_text 10
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-43 patch 1045
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-43 test_patch 1422
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-43 problem_statement 1085
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-27 patch 2485
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-27 problem_statement 1582
hashicorp/packer-plugin-proxmox hashicorp__packer-plugin-proxmox-27 hints_text 126
ssbc/go-ssb-room ssbc__go-ssb-room-341 patch 327
ssbc/go-ssb-room ssbc__go-ssb-room-341 problem_statement 157
ssbc/go-ssb-room ssbc__go-ssb-room-341 hints_text 1033
ssbc/go-ssb-room ssbc__go-ssb-room-182 patch 190
ssbc/go-ssb-room ssbc__go-ssb-room-182 problem_statement 38
ssbc/go-ssb-room ssbc__go-ssb-room-182 hints_text 32
Kaamkiya/gg Kaamkiya__gg-18 patch 2100
Kaamkiya/gg Kaamkiya__gg-18 test_patch 348
Kaamkiya/gg Kaamkiya__gg-18 problem_statement 74
kubecost/disk-autoscaler kubecost__disk-autoscaler-21 patch 7788
kubecost/disk-autoscaler kubecost__disk-autoscaler-21 test_patch 479
kubecost/disk-autoscaler kubecost__disk-autoscaler-21 problem_statement 110
kubecost/disk-autoscaler kubecost__disk-autoscaler-21 hints_text 13
ayinke-llc/malak ayinke-llc__malak-68 patch 4489
ayinke-llc/malak ayinke-llc__malak-68 test_patch 1657
ayinke-llc/malak ayinke-llc__malak-68 problem_statement 3
ayinke-llc/malak ayinke-llc__malak-68 hints_text 35
ayinke-llc/malak ayinke-llc__malak-26 patch 24681
ayinke-llc/malak ayinke-llc__malak-26 test_patch 5072
ayinke-llc/malak ayinke-llc__malak-26 problem_statement 25
ayinke-llc/malak ayinke-llc__malak-26 hints_text 41
docker/docker-language-server docker__docker-language-server-143 patch 1631
docker/docker-language-server docker__docker-language-server-143 test_patch 866
docker/docker-language-server docker__docker-language-server-143 problem_statement 108
docker/docker-language-server docker__docker-language-server-100 patch 1307
docker/docker-language-server docker__docker-language-server-100 test_patch 2051
docker/docker-language-server docker__docker-language-server-100 problem_statement 97
docker/docker-language-server docker__docker-language-server-96 patch 789
docker/docker-language-server docker__docker-language-server-96 test_patch 288
docker/docker-language-server docker__docker-language-server-96 problem_statement 125
algorandfoundation/nodekit algorandfoundation__nodekit-169 patch 2295
algorandfoundation/nodekit algorandfoundation__nodekit-169 problem_statement 116
algorandfoundation/nodekit algorandfoundation__nodekit-167 patch 448
algorandfoundation/nodekit algorandfoundation__nodekit-167 problem_statement 180
algorandfoundation/nodekit algorandfoundation__nodekit-167 hints_text 179
algorandfoundation/nodekit algorandfoundation__nodekit-105 patch 3577
algorandfoundation/nodekit algorandfoundation__nodekit-105 problem_statement 79
algorandfoundation/nodekit algorandfoundation__nodekit-104 patch 179
algorandfoundation/nodekit algorandfoundation__nodekit-104 problem_statement 79
ubuntu/WSL ubuntu__WSL-394 patch 1683
ubuntu/WSL ubuntu__WSL-394 problem_statement 71
ubuntu/WSL ubuntu__WSL-394 hints_text 1521
raystack/meteor raystack__meteor-443 patch 241
raystack/meteor raystack__meteor-443 test_patch 3394
raystack/meteor raystack__meteor-443 problem_statement 185
raystack/meteor raystack__meteor-442 patch 9893
raystack/meteor raystack__meteor-442 test_patch 10361
raystack/meteor raystack__meteor-442 problem_statement 202
raystack/meteor raystack__meteor-361 patch 943
raystack/meteor raystack__meteor-361 test_patch 459
raystack/meteor raystack__meteor-361 problem_statement 90
raystack/meteor raystack__meteor-361 hints_text 22
raystack/meteor raystack__meteor-354 patch 3351
raystack/meteor raystack__meteor-354 test_patch 14149
raystack/meteor raystack__meteor-354 problem_statement 96
cshum/imagorvideo cshum__imagorvideo-70 patch 149
cshum/imagorvideo cshum__imagorvideo-70 test_patch 372
cshum/imagorvideo cshum__imagorvideo-70 problem_statement 19408
unmojang/drasl unmojang__drasl-136 patch 8092
unmojang/drasl unmojang__drasl-136 test_patch 2170
unmojang/drasl unmojang__drasl-136 problem_statement 38
unmojang/drasl unmojang__drasl-136 hints_text 790
unmojang/drasl unmojang__drasl-46 patch 812
unmojang/drasl unmojang__drasl-46 problem_statement 64
uber-go/cff uber-go__cff-34 patch 540
uber-go/cff uber-go__cff-34 test_patch 2975
uber-go/cff uber-go__cff-34 problem_statement 67
bschaatsbergen/cidr bschaatsbergen__cidr-117 patch 229
bschaatsbergen/cidr bschaatsbergen__cidr-117 problem_statement 74
bschaatsbergen/cidr bschaatsbergen__cidr-117 hints_text 148
allero-io/allero allero-io__allero-22 patch 420
allero-io/allero allero-io__allero-22 problem_statement 299
ZeStream/zestream-server ZeStream__zestream-server-21 patch 1180
ZeStream/zestream-server ZeStream__zestream-server-21 test_patch 227
ZeStream/zestream-server ZeStream__zestream-server-21 problem_statement 40
ZeStream/zestream-server ZeStream__zestream-server-21 hints_text 188
l3af-project/l3afd l3af-project__l3afd-226 patch 5393
l3af-project/l3afd l3af-project__l3afd-226 problem_statement 597
l3af-project/l3afd l3af-project__l3afd-222 patch 1190
l3af-project/l3afd l3af-project__l3afd-222 problem_statement 145
l3af-project/l3afd l3af-project__l3afd-207 patch 406
l3af-project/l3afd l3af-project__l3afd-207 problem_statement 31
l3af-project/l3afd l3af-project__l3afd-207 hints_text 9
openconfig/gnmic openconfig__gnmic-163 patch 242
openconfig/gnmic openconfig__gnmic-163 problem_statement 72
openconfig/gnmic openconfig__gnmic-163 hints_text 41
openconfig/gnmic openconfig__gnmic-162 patch 2690
openconfig/gnmic openconfig__gnmic-162 test_patch 1082
openconfig/gnmic openconfig__gnmic-162 problem_statement 547
openconfig/gnmic openconfig__gnmic-162 hints_text 19
eBay/sbom-scorecard eBay__sbom-scorecard-35 patch 278
eBay/sbom-scorecard eBay__sbom-scorecard-35 problem_statement 12
eBay/sbom-scorecard eBay__sbom-scorecard-35 hints_text 25
eBay/sbom-scorecard eBay__sbom-scorecard-29 patch 10887
eBay/sbom-scorecard eBay__sbom-scorecard-29 test_patch 941
eBay/sbom-scorecard eBay__sbom-scorecard-29 problem_statement 277
eBay/sbom-scorecard eBay__sbom-scorecard-29 hints_text 15
eBay/sbom-scorecard eBay__sbom-scorecard-24 patch 551
eBay/sbom-scorecard eBay__sbom-scorecard-24 test_patch 146
eBay/sbom-scorecard eBay__sbom-scorecard-24 problem_statement 156
eBay/sbom-scorecard eBay__sbom-scorecard-24 hints_text 46
isucon/isucon11-qualify isucon__isucon11-qualify-1411 patch 1829
isucon/isucon11-qualify isucon__isucon11-qualify-1411 problem_statement 34
isucon/isucon11-qualify isucon__isucon11-qualify-1411 hints_text 119
isucon/isucon11-qualify isucon__isucon11-qualify-1405 patch 1043
isucon/isucon11-qualify isucon__isucon11-qualify-1405 problem_statement 244
isucon/isucon11-qualify isucon__isucon11-qualify-1405 hints_text 27
isucon/isucon11-qualify isucon__isucon11-qualify-1299 patch 169
isucon/isucon11-qualify isucon__isucon11-qualify-1299 problem_statement 31
isucon/isucon11-qualify isucon__isucon11-qualify-1282 patch 242
isucon/isucon11-qualify isucon__isucon11-qualify-1282 problem_statement 137
isucon/isucon11-qualify isucon__isucon11-qualify-1214 patch 6949
isucon/isucon11-qualify isucon__isucon11-qualify-1214 problem_statement 182
isucon/isucon11-qualify isucon__isucon11-qualify-1214 hints_text 16
isucon/isucon11-qualify isucon__isucon11-qualify-1211 patch 337
isucon/isucon11-qualify isucon__isucon11-qualify-1211 problem_statement 28
isucon/isucon11-qualify isucon__isucon11-qualify-1208 patch 1193
isucon/isucon11-qualify isucon__isucon11-qualify-1208 problem_statement 357
isucon/isucon11-qualify isucon__isucon11-qualify-1151 patch 16340
