repo_name,language,stars,type,content,url,category
apple/pkl,Java,10461,pull_request,delay instantiation of `cachedvalues` to save memory,https://github.com/apple/pkl/pull/831,space
apple/pkl,Java,10461,pull_request,add workaround for machines with limited memory,https://github.com/apple/pkl/pull/825,space
bepass-org/oblivion,Java,3946,pull_request,codespace turbo space goldfish g45q9xxx467qfv4qg,https://github.com/bepass-org/oblivion/pull/370,space
CodePhiliaX/fastexcel,Java,3436,pull_request,feat(add `fastexcel-annotation` module): [#135],https://github.com/CodePhiliaX/fastexcel/pull/138,time
CodePhiliaX/fastexcel,Java,3436,pull_request,docs: add usage guide for fastexcel,https://github.com/CodePhiliaX/fastexcel/pull/100,time
apache/polaris,Java,1264,pull_request,move disallowed storage config test cases to unit tests,https://github.com/apache/polaris/pull/612,space
alibaba/fluss,Java,921,pull_request,[docs] fix typo in website/docs/maintenance/tiered-storage/overview.md,https://github.com/alibaba/fluss/pull/259,space
alibaba/spring-ai-alibaba,Java,643,pull_request,feat(studio): add chat memory func &  fix trace in chatclient,https://github.com/alibaba/spring-ai-alibaba/pull/349,space
Alanosy/online-exam-system-backend,Java,556,pull_request,bump com.alibaba:fastjson from 1.2.41 to 1.2.83,https://github.com/Alanosy/online-exam-system-backend/pull/7,time
Alanosy/online-exam-system-backend,Java,556,pull_request,bump com.alibaba:fastjson from 1.2.41 to 1.2.83,https://github.com/Alanosy/online-exam-system-backend/pull/5,time
Alanosy/online-exam-system-backend,Java,556,pull_request,bump com.alibaba:fastjson from 1.2.41 to 1.2.83,https://github.com/Alanosy/online-exam-system-backend/pull/1,time
gahogg/Leetcode-Solutions,Java,534,pull_request,correct space complexity and optimized solution for leetcode 383: ransom note,https://github.com/gahogg/Leetcode-Solutions/pull/9,space
anonfaded/FadCam,Java,518,pull_request,new icons in fastlane folder,https://github.com/anonfaded/FadCam/pull/45,time
anonfaded/FadCam,Java,518,pull_request,initial fastlane structures from izzyondroid,https://github.com/anonfaded/FadCam/pull/2,time
